Indoor_Temperature,Outdoor_Temperature,Humidity,Occupancy,Weather_Condition,Time_of_Day,Sunlight_Intensity,Room_Size,Window_State,Ideal_Temperature
22.39,44.68,64.6,9,Cloudy,Morning,4.4,41.3,Open,22.01
22.14,36.49,56.13,4,Cloudy,Evening,7.3,41,Closed,21
25.78,39.29,25.33,1,Humid,Afternoon,1.2,11.7,Open,25
30.91,30.02,22.73,4,Humid,Morning,1,42.9,Open,24.99
21.5,40.49,60.24,9,Cloudy,Evening,5.3,21.6,Open,22
30.06,32.59,60.49,7,Windy,Night,1.3,43.6,Closed,21.99
18.36,43.12,26.03,6,Cloudy,Afternoon,9.4,29.7,Open,23
25.12,19.85,35.08,2,Rainy,Evening,6.7,33.7,Error,22.5
31.19,30.84,59,4,Cloudy,Afternoon,7.7,14.1,Open,22
23.76,34.15,46.27,1,Stormy,Evening,2.7,25.2,Open,23
27.58,23.75,67.83,3,Cloudy,Morning,5.2,48.8,Closed,21.01
21.48,40.79,44.05,2,Windy,Night,1.8,47,Open,24.99
30.61,44.29,53.85,4,Rainy,Evening,2.4,49.8,Closed,21.49
18.89,27.28,45.49,4,Cloudy,Afternoon,5.9,30.4,Open,23.99
32.49,23.67,67.15,9,Humid,Night,3.2,42.7,Closed,21
21.37,26.52,39.93,7,Rainy,Night,9.2,28.2,Open,22.5
32.86,39.85,31.49,3,Rainy,Night,10,47.7,Open,22.5
23.99,32.59,36.33,7,Windy,Morning,0.5,49.4,Open,24.99
30.29,11.57,62.64,8,Humid,Morning,7.7,45.1,Open,20.99
23.43,28.98,44.9,7,Stormy,Evening,1.6,34.8,Open,24
33.4,10.61,37.71,8,Cloudy,Morning,6,49.6,Open,24
20.15,37.25,47.21,9,Stormy,Night,2.7,49.3,Open,23
21.03,21.49,26.66,1,Humid,Afternoon,9.7,29,Open,23
26.38,26.52,20.27,6,Rainy,Night,8.8,22.2,Error,22.5
19.39,37.95,34.03,4,Windy,Night,6.2,17.5,Closed,23
21.33,11.63,50.25,1,Windy,Morning,2.2,37.1,Closed,22
34.04,15.55,55.58,2,Rainy,Afternoon,7.9,11.4,Closed,20.5
34.6,23.93,61.33,4,Windy,Night,5.4,40.6,Open,96.26187777431531
24.4,18.05,66.33,1,Stormy,Afternoon,6.3,12.1,Open,21
33.7,21.83,40.61,6,Rainy,Afternoon,7.3,20.6,Open,22.49
27.26,44.94,57.03,1,Cloudy,Night,4.5,29.9,Closed,21.99
22.59,38.89,23.73,9,Cloudy,Morning,0.6,13.9,Closed,23.99
29.94,40.94,22.88,3,Humid,Morning,4,11.5,Closed,23
29.2,42.8,26.24,1,Rainy,Evening,4.4,29.2,Open,23.51
34.82,21.93,42.43,6,Stormy,Night,4,45.5,Open,23
22.51,20.4,30.56,6,Rainy,Night,8.4,26.3,Open,22.51
29.43,18.19,34.35,7,Rainy,Afternoon,3.7,18,Closed,22.51
18.88,39.05,52.39,7,Stormy,Afternoon,4.5,26.3,Closed,21
19.93,33.78,37.93,4,Windy,Evening,1.1,38.9,Closed,24.01
18.07,18.27,47.87,5,Stormy,Evening,7.3,11.7,Closed,21
34.99,23.19,40.62,3,Rainy,Afternoon,2.5,11.2,Open,23.51
31.64,27.73,28.45,6,Rainy,Afternoon,2.7,28.5,Open,23.49
31.37,28.48,23.7,7,Rainy,Evening,6.1,37.1,Open,23.5
26.67,41.11,31.81,9,Rainy,Morning,9.8,34.6,Closed,21.51
23.1,23.32,22.89,9,Humid,Evening,4.4,35.5,Open,24
20.57,41.8,50.93,5,Windy,Afternoon,3.6,16.6,Closed,22.01
22.84,25.45,59.79,4,Rainy,Night,0.8,31.5,Closed,22.51
24.39,36.12,,7,Humid,Afternoon,8,25.1,Closed,22.01
30.86,42.56,39.36,3,Rainy,Morning,3,14.4,Open,23.5
27.17,41.77,60.81,4,Windy,Afternoon,7.8,15.1,Open,21.01
19.32,11.99,31.13,9,Windy,Afternoon,3.2,35.8,Open,24
18.31,17.2,25.96,5,Stormy,Evening,0.8,48.3,Open,23.99
19.74,26.69,45.06,7,Humid,Morning,5.2,14.3,Open,24
24.98,25.1,52.31,2,Windy,Evening,9.1,29.8,Open,22.01
33.86,32.43,49.98,9,Cloudy,Night,2.5,19.9,Open,24
28.84,43.06,55.69,5,Rainy,Night,2,21.3,Closed,21.5
31.63,13.93,22.84,5,Windy,Morning,2.3,19,Open,24
25.93,25.82,41.41,4,Humid,Night,7.1,31.8,Open,23.01
24.15,16.73,31.93,8,Humid,Night,4,12.3,Open,24
19.84,41.29,57.96,4,Humid,Afternoon,2.9,39.7,Open,22.99
32.89,43.76,63.64,2,Stormy,Evening,3.7,34.3,Closed,20
31.31,26.75,34.07,5,Rainy,Evening,3.4,25.4,Open,23.5
20.86,13.64,24.76,3,Cloudy,Evening,5.7,18.7,Closed,23
26.71,37.49,32.67,4,Humid,Morning,1.8,31.5,Closed,24
26.29,34.4,25.2,3,Rainy,Afternoon,5.3,48.2,Open,23.5
28.63,22.41,36.12,7,Humid,Afternoon,3.5,38.3,Open,24
34.09,41.06,46.91,6,Humid,Morning,9.4,21.2,Open,23
27.86,44.15,68.68,2,Cloudy,Evening,4.5,39.7,Open,21.99
27.18,29.52,39.97,8,Rainy,Afternoon,1.5,30.2,Open,24.5
18.86,29.8,31,5,Humid,Afternoon,9.4,11.9,Closed,22.01
19.07,20.41,28.34,6,Stormy,Evening,9.4,34.7,Open,22
21.18,30.46,28.65,8,Humid,Night,2.2,19.4,Open,24.01
18.55,25.39,29.63,7,Rainy,Morning,8.3,26.4,Closed,21.49
30.64,20.58,58.11,3,Windy,Afternoon,8.7,29.1,Closed,20.99
30.3,12.35,23.05,2,Humid,Evening,3.9,42,Closed,22.99
20.31,18.84,69.87,3,Stormy,Night,2,33.2,Closed,20.01
32.21,16.92,46.13,8,Stormy,Evening,8.1,23.6,Open,22
20.63,28.97,47.21,4,Humid,Evening,0.8,36.3,Open,25
23.12,31.06,37.88,8,Rainy,Night,6.4,17.7,Open,23.51
22.23,31.3,54.51,4,Humid,Morning,3.7,42.9,Open,23
24.33,23.59,43.57,7,Stormy,Afternoon,6.2,18.1,Closed,22
22.33,24.74,36.45,6,Humid,Morning,8,32.3,Open,23.01
26.31,39.2,33.26,1,Stormy,Morning,8.4,18.2,Closed,21
24.93,26.67,66.28,8,Windy,Evening,10,23,Closed,20.01
34.77,44.57,34.55,6,Humid,Evening,6.6,26.9,Open,24
18.95,25.39,41.82,2,Cloudy,Evening,2.6,24.7,Open,24.01
20.42,32.74,37.52,5,Humid,Morning,3.1,47.4,Open,24
18.9,11.76,24.31,2,Stormy,Afternoon,4.6,18.9,Open,23
28.64,32.87,29.3,7,Rainy,Evening,8.6,17.2,Open,22.5
18.93,39.8,29.48,6,Stormy,Night,4,30.7,Closed,21.99
32.22,42.99,54.68,7,Windy,Afternoon,7,48,Closed,22
26.7,44.91,40.33,6,Rainy,Afternoon,0.9,30.1,Open,24.5
26.96,19.88,59.1,1,Cloudy,Afternoon,4.6,48.4,Open,22.99
27.55,30.14,55.45,3,Cloudy,Night,2.1,17.6,Open,23
20.9,25.78,29.6,2,Windy,Night,9.4,10.4,Closed,22.01
21.36,29.73,48.15,1,Windy,Evening,8,22.1,Closed,22
23.42,15.51,57.15,1,Windy,Afternoon,1.8,35.5,Open,24.01
28.09,39.97,51.65,4,Windy,Morning,4.3,33.7,Open,23
21.57,41.83,50,1,Humid,Morning,1.3,19.7,Open,24.99
19.98,25.74,56.98,2,Stormy,Morning,7.6,36.5,Closed,20.01
34.49,19.82,22.84,1,Humid,Evening,2.3,43.2,Open,24.01
18.37,14.93,56.57,6,Rainy,Morning,8.1,37.5,Closed,20.5
31.65,33.93,33.63,4,Cloudy,Afternoon,1.2,39.1,Open,25.01
31.4,20.93,48.59,8,Cloudy,Evening,5.9,22.3,Open,24
23.05,41.83,32.12,5,Rainy,Evening,6.3,31.2,Open,23.5
20.31,33.49,61.94,5,Cloudy,Night,3.7,11.7,Open,22.01
20.48,32.6,44.03,8,Windy,Afternoon,2.1,24.4,Open,24
29.86,29.58,52.15,6,Windy,Morning,3.6,42.6,Closed,22.01
28.93,11.6,59.7,6,Windy,Afternoon,5.2,41.6,Closed,21.99
31.31,42.62,64.77,3,Rainy,Afternoon,9.7,47.6,Closed,19.5
33.94,31.98,56.6,6,Stormy,Evening,4.7,48.8,Closed,21.01
29.76,44.79,27.44,7,Rainy,Morning,2.3,48.9,Open,23.51
20.65,28.81,62.73,2,Stormy,Morning,0.7,16.3,Closed,21.01
22.14,34.85,76.45689765161444,3,Cloudy,Morning,0.6,14.8,Open,24
32.32,11.97,50.47,6,Cloudy,Night,4.5,45,Open,23
21.56,32.11,66.07,9,Cloudy,Afternoon,3.3,25.3,Open,22.01
19.23,36.76,32.44,9,Stormy,Evening,1.6,24.3,Open,23.99
29.96,37.25,31.98,8,Cloudy,Evening,2.1,31.3,Open,24
24.84,36.95,45.66,8,Rainy,Evening,3.8,28.1,Open,23.49
33.64,17.92,57.54,9,Stormy,Morning,7,18.9,Open,22
29.05,44.14,42.36,9,Windy,Morning,6.3,43.8,Closed,22.99
19.54,44.83,51.69,9,Stormy,Evening,1.3,46.4,Closed,22
34.11,12.65,42.63,5,Rainy,Afternoon,1.9,39.9,Closed,23.5
22.4,42.78,50.52,6,Rainy,Evening,9.1,11.9,Closed,20.51
23.73,20.13,61.11,5,Rainy,Afternoon,1.2,14.7,Open,22.5
24.84,34.12,29.02,1,Cloudy,Evening,2.4,23.8,Closed,23
18.87,21.83,54.77,4,Windy,Afternoon,3.5,32.3,Open,23
26.44,43.87,59.37,1,Windy,Evening,2.7,34.4,Closed,22.01
20.1,13.55,42.36,1,Humid,Night,3.3,14,Open,23.99
24.82,27.42,36.16,3,Rainy,Night,7.4,48.4,Closed,21.5
23.96,24.98,20.68,7,Cloudy,Morning,1.4,31.2,Closed,23.99
31.14,21.41,59.86,1,Stormy,Morning,3.8,27.3,Open,22.01
31.65,32.59,36.4,7,Cloudy,Morning,6.3,17.6,Closed,23
20.61,14.59,37.87,1,Rainy,Morning,1,48,Open,24.5
24.23,35.08,36.8,9,Cloudy,Evening,0.9,27.9,Open,24.99
24.35,44.32,44.94,5,Rainy,Night,5.2,14.7,Open,23.51
20.57,38.16,55.12,6,Stormy,Morning,9,34.6,Closed,20.01
31.57,40.1,58.59,9,Stormy,Afternoon,4.7,24,Open,22
30.02,22.59,39.63,3,Windy,Afternoon,4.4,42.3,Closed,22.99
21.24,21.37,53.16,3,Humid,Morning,0.6,31.8,Closed,23.01
24.23,28.1,56.03,5,Cloudy,Morning,7.5,14.2,Closed,21.01
19.8,11.6,34.85,7,Humid,Morning,2.1,40,Closed,22.99
28.68,43.09,24.83,3,Cloudy,Evening,7.1,22.2,Closed,22
20.06,15.03,64.73,4,Windy,Afternoon,3.8,26.3,Closed,21.01
34.76,41.61,53.86,2,Windy,Afternoon,0.9,41,Closed,23
31.27,12.93,52.41,9,Stormy,Afternoon,3.6,14.3,Closed,21
24.63,38.79,22.95,9,Stormy,Night,6.8,49.1,Open,23
27.84,15.32,60.89,2,Stormy,Evening,7.8,38.1,Closed,19
33.49,11.33,48.3,5,Cloudy,Night,6.5,17.7,Open,24.01
27.42,35.18,62.39,1,Humid,Evening,7.3,12.3,Closed,20
20.97,19.81,68.73,8,Humid,Afternoon,2.7,31.8,Closed,21
24.44,35.01,67.86,6,Stormy,Afternoon,9.7,25.2,Closed,18.99
32.33,29.43,62.8,2,Windy,Night,2.7,11.2,Closed,21.01
28.95,13.81,20.55,2,Humid,Afternoon,2.1,34.4,Closed,23
29.06,42.62,64.29,5,Windy,Morning,2.9,22.3,Open,22.01
32.74,25.83,23.75,7,Stormy,Evening,9.7,22.9,Open,22
33.2,35.71,62.56,9,Cloudy,Afternoon,1.1,16.5,Closed,21.99
33.64,27.54,34.01,9,Rainy,Morning,7.8,15.6,Closed,21.5
19.61,31.15,50.5,6,Humid,Night,1.5,15.8,Open,24
27.25,20.6,21.9,2,Stormy,Afternoon,7.8,45.4,Open,21.99
30.59,17.01,58.56,6,Stormy,Afternoon,3.1,31.3,Closed,21.01
30.87,28.99,25.59,1,Humid,Evening,7.4,28.8,Closed,22
28.31,25.41,40.53,2,Rainy,Afternoon,1,38.2,Open,24.5
20.84,23.65,60.87,3,Cloudy,Evening,3.7,22.8,Open,22
31.56,33.54,54.77,5,Humid,Night,4.9,42.9,Open,22.99
30.24,34.17,20.3,1,Cloudy,Evening,0.7,17.9,Closed,24
19.46,11.61,40.15,5,Stormy,Night,2.2,42.1,Closed,21.99
25.88,21.86,22.1,5,Humid,Afternoon,2.1,12.2,Closed,22.99
20.96,24.41,53.67,4,Cloudy,Morning,5.1,16.3,Open,23
23.74,13.39,68.45,3,Windy,Night,1.8,45.7,Closed,22
18.31,18.26,52.76,7,Windy,Afternoon,9.8,14.4,Closed,20.99
24.81,11.81,31.22,7,Windy,Night,8.9,19.8,Closed,22
27.35,44.87,37.76,1,Cloudy,Afternoon,2.6,11.7,Closed,23
28.53,35.78,68.83,7,Windy,Afternoon,2.7,33.9,Closed,21
29.28,13.06,31.2,3,Stormy,Morning,9.5,23.1,Open,21.99
32.22,10.71,48.08,3,Cloudy,Evening,3.3,35.3,Open,24
21.66,35.18,40.02,6,Stormy,Morning,4.5,13.4,Closed,22.01
20.05,25.37,58.42,6,Rainy,Night,7.2,25.8,Closed,20.49
32.48,37.54,63.37,4,Cloudy,Morning,3.8,24.9,Closed,20.99
20.66,42.32,37.04,5,Windy,Afternoon,9.1,31.5,Open,22.99
34.57,30.98,53.02,3,Windy,Afternoon,6.1,21.8,Closed,21.99
32.32,16.55,47.45,3,Rainy,Morning,5.9,49.4,Open,23.5
26.51,37.38,33.92,9,Humid,Night,5.8,22.6,Open,24
34.68,43.45,33.6,5,Rainy,Evening,1.6,37.9,Closed,23.5
19.66,30.31,46.93,1,Windy,Evening,8,24.7,Closed,22
23.15,33.87,27.7,9,Windy,Afternoon,5.9,31.3,Closed,23
28.85,21.81,60.54,6,Humid,Evening,1,19.1,Closed,22
23.95,23.35,23.45,9,Rainy,Evening,8.6,16.9,Closed,21.5
33.78,35.71,24.73,7,Stormy,Night,7.4,48.9,Closed,21
19.12,42.47,37.11,7,Rainy,Evening,3.2,31.6,Open,23.5
27.34,32.01,25.9,5,Stormy,Morning,3.2,28.4,Open,23
28.04,37.64,43.79,7,Windy,Night,5.3,35.7,Closed,23
29.1,16.01,39.98,4,Windy,Morning,0.6,18.9,Open,24.99
22.35,17.42,56.09,6,Rainy,Afternoon,8.2,42.9,Open,21.49
24.2,28.62,67.65,2,Windy,Night,9.4,19.9,Closed,20
32.34,16.18,57.68,3,Humid,Evening,4.7,31.7,Closed,22.01
21.31,32.22,28.97,2,Cloudy,Night,5.6,15.1,Closed,22.99
32.06,20.21,66.78,2,Stormy,Afternoon,8.2,33,Open,19.99
27.57,37.7,39.61,7,Windy,Morning,3.1,29.3,Open,23.99
30.96,38.28,43.71,5,Stormy,Afternoon,5.2,21.2,Open,23
30.13,26.23,41.08,6,Rainy,Night,1.6,22.3,Closed,23.51
21.53,16.33,34.03,3,Humid,Morning,7.2,10.4,Closed,22.01
27.67,32.64,64.75,5,Stormy,Morning,8,11.1,Closed,19.01
32.75,44.75,36.61,5,Windy,Night,1.1,34,Closed,24.01
25.35,31.79,48.93,4,Cloudy,Afternoon,8.9,38.7,Closed,22
34.43,11.25,32,4,Humid,Evening,4.1,31.9,Open,24
25.69,10.61,59.87,8,Rainy,Afternoon,9.3,13.3,Open,21.5
20.43,21.21,58.71,6,Windy,Evening,9.1,47.6,Open,21.99
24.62,16.85,34.82,2,Humid,Afternoon,8,38.5,Open,23
34.18,38.46,54.08,2,Windy,Night,8.4,19.5,Open,22
23.44,39.57,55.19,2,Rainy,Afternoon,3.2,36.9,Open,22.51
32.76,19.05,48.13,6,Rainy,Afternoon,4,14.5,Closed,22.49
32.98,21.4,50.03,1,Cloudy,Night,2.8,41.2,Closed,22.01
23.95,18.27,48.72,3,Humid,Night,3.9,29.2,Open,24
19.42,41.79,24.09,1,Cloudy,Morning,5.8,26.4,Open,24
30.32,27.59,53.51,4,Cloudy,Afternoon,8.7,10.4,Open,22
23.3,32.96,43.49,1,Cloudy,Night,5.7,36.1,Closed,22.99
31.31,24.54,41.92,9,Stormy,Night,7.1,43.2,Open,21.99
25.53,32.09,63,6,Rainy,Error,1.8,21.5,Open,22.51
26.25,23.5,21.16,8,Cloudy,Night,9.4,10.5,Closed,22
31.22,21.89,32.57,2,Stormy,Morning,6,41,Closed,21.99
24.5,32.21,26.07,6,Stormy,Night,7.9,35.4,Open,22
25.53,30.69,21.77,4,Stormy,Morning,10,41.1,Open,21.99
24.4,20.27,33.78,7,Cloudy,Afternoon,8.7,31.5,Closed,22
24.24,15.23,69.42,8,Stormy,Night,5.3,28.4,Closed,19.99
26.94,22.9,33.51,6,Cloudy,Night,8.7,18.8,Open,23
31.75,24.53,53.19,1,Humid,Afternoon,6.8,13.2,Open,23
24.15,32,25.91,8,Rainy,Afternoon,7.4,28.9,Open,22.49
26.91,42.01,50.09,1,Windy,Afternoon,6.6,44.7,Open,22.99
29.4,11.27,69.22,9,Cloudy,Morning,3.2,12.4,Open,22.01
22.58,18.53,34.59,2,Rainy,Night,3.7,49.6,Closed,22.5
22.72,16.78,62.4,6,Cloudy,Night,5.8,47.9,Open,21.99
33.87,27.58,69.88,8,Humid,Evening,8.8,35.6,Open,21.01
30.3,25.04,49.43,5,Rainy,Evening,4.8,46.6,Open,23.5
27.81,35.52,35.47,2,Rainy,Night,5.6,32.1,Open,23.49
29.01,18.48,53.68,5,Stormy,Morning,4,26.2,Closed,21
18.5,30.81,62.24,1,Cloudy,Morning,0.7,32.9,Closed,22
28.51,40.94,28.57,8,Cloudy,Evening,6.6,45.1,Open,23.99
26.66,41.87,42.63,8,Windy,Evening,5.9,48.3,Closed,23
27.28,43.56,35.96,2,Stormy,Evening,9.8,43.5,Closed,21
24.11,37.06,34.17,6,Stormy,Evening,5.3,17.2,Closed,22.01
19.39,41.71,63.04,8,Windy,Evening,5.6,33.7,Closed,20.99
21.29,18.21,41.08,8,Stormy,Afternoon,3.2,27.8,Closed,22
34.16,16.92,36.95,7,Stormy,Night,1.4,29.3,Closed,22.99
24.95,10.23,50.18,3,Humid,Night,7.2,27.1,Open,21.99
25.93,34.74,30.97,4,Rainy,Evening,8.2,12.7,Open,22.5
18.9,42.81,31.49,1,Windy,Night,8.8,43.8,Open,23.01
18.64,16.54,46.01,9,Humid,Night,4.3,49.1,Closed,23
30.19,32.29,40.46,2,Humid,Afternoon,7.2,18.4,Open,22.99
27.15,36.13,34.75,7,Humid,Afternoon,3,34.9,Open,23.99
26.65,42.47,22.7,8,Stormy,Morning,2.9,31.5,Closed,22
22.13,32.64,46.04,4,Windy,Morning,10,45.9,Closed,22
30.66,43.96,60.83,1,Stormy,Evening,8.6,38.2,Closed,18.99
20.86,22.06,62.57,5,Stormy,Morning,2.9,40,Closed,20
21.23,22.25,31.77,6,Humid,Evening,4.6,48.1,Closed,23
25.83,29.01,49.98,7,Cloudy,Morning,5.9,36.5,Closed,23
22.87,23.42,62.79,1,Windy,Night,0.6,28.1,Open,23
22.21,10.05,40.44,4,Windy,Night,9.6,12.1,Open,23
28.97,35.61,66.61,5,Humid,Morning,1.5,46.3,Closed,22.01
29.07,36.31,65.15,5,Humid,Night,8.3,33.6,Open,21.01
32.02,36.14,30.41,7,Rainy,Night,9.8,37.3,Closed,21.5
25.1,22.08,32.95,4,Humid,Evening,7.2,30.2,Closed,22
19.24,28.28,29.02,7,Stormy,Night,9.7,25.7,Closed,21
22.65,22.6,29.8,8,Humid,Morning,0.7,30.2,Open,25.01
34.66,10.56,65.39,2,Windy,Night,3.9,11.9,Open,22.01
28.14,29.69,66.56,1,Cloudy,Evening,5,41.9,Closed,20.99
30.07,14.33,22.59,1,Cloudy,Morning,7.9,16.3,Closed,22
18.13,12.8,49.68,1,Stormy,Evening,6.7,23.3,Open,23
26.81,36.44,48.21,9,Cloudy,Night,7.5,13.5,Closed,22
18.64,10.33,39.53,4,Humid,Night,1.9,42.8,Closed,24
27.68,43.57,51.58,9,Cloudy,Night,8.5,16.7,Closed,20.99
33.65,28.03,67.37,7,Humid,Afternoon,8.3,26,Closed,19.99
34.46,44.41,28.51,7,Rainy,Evening,7.8,26.6,Closed,21.5
27.19,12.03,26.02,2,Windy,Morning,8.3,22.7,Open,23.01
25.79,30.42,21.67,2,Stormy,Night,2.5,44.4,Closed,22
34.07,22.23,38.19,5,Rainy,Afternoon,1.8,40.9,Closed,23.5
29.45,39.52,36.88,1,Cloudy,Afternoon,9,39.7,Open,22.99
19.1,22.64,41.54,7,Stormy,Evening,9.6,19,Open,21.99
25.92,19.12,45.17,7,Humid,Night,4.5,17.6,Open,24
22.08,40.01,57.89,8,Rainy,Evening,4.7,19.9,Closed,21.49
25.99,23.11,39.61,7,Windy,Night,7.5,25.4,Closed,22
25.74,10.59,36.53,8,Windy,Night,5.2,29.2,Closed,23
27.9,23.66,61.34,3,Rainy,Night,3.5,20,Closed,20.49
24.07,32.91,62.49,3,Rainy,Afternoon,2.3,28.3,Open,21.5
20.79,18.9,31.64,8,Rainy,Evening,0.7,17.4,Closed,23.51
26.56,25.12,35.73,9,Cloudy,Evening,6.1,20.8,Closed,22.99
32.11,11.99,61.26,4,Windy,Evening,1.9,20.4,Open,23.01
29.29,30.58,23.97,8,Windy,Morning,8.7,39.1,Closed,21.99
23.75,36.47,36.29,1,Error,Morning,9.8,28.3,Open,23
33.9,24.47,42.42,2,Stormy,Afternoon,4.8,34.6,Open,23
33.51,24.71,29.35,9,Windy,Afternoon,1.6,36.8,Open,25.01
21.56,13.09,29,2,Stormy,Afternoon,6,12.7,Open,23
18.67,17.07,41.24,2,Stormy,Evening,6,41.8,Open,22.99
30.6,15.41,57.73,8,Stormy,Evening,1.8,21.4,Open,23
32.07,26.86,62.01,5,Windy,Night,6.6,30.4,Closed,21
34.45,28.52,68.96,5,Humid,Evening,3.5,23.5,Closed,21
33.13,43.21,23.7,6,Stormy,Afternoon,8.5,40.9,Closed,20.99
28.21,12.56,30.83,8,Humid,Afternoon,6.1,19.1,Open,24
27.01,31,57.83,8,Cloudy,Night,4.6,48.6,Closed,22
18.47,28.43,47.03,9,Humid,Morning,9.7,26,Closed,21.99
22.19,28.07,36.38,3,Humid,Evening,5.2,38.5,Open,24
25.81,40.56,30.28,9,Rainy,Evening,8.9,35.7,Closed,21.5
28.68,17.19,34.02,3,Stormy,Morning,3,39.7,Open,23
27.47,11.43,41.46,1,Windy,Afternoon,4.7,32,Closed,23.01
30.62,33.53,28.86,5,Rainy,Afternoon,1.3,25.4,Open,24.51
22.76,22.08,68.21,7,Humid,Afternoon,4.5,17.2,Open,22
27.6,10.62,25.38,3,Cloudy,Evening,9,30.8,Open,22.99
19.5,18.8,69.28,9,Windy,Morning,8.4,12.4,Closed,20
25.03,20.83,62.09,1,Cloudy,Morning,9.8,12.4,Open,21.01
30.75,31.59,41.16,6,Humid,Afternoon,7.6,34.5,Closed,22
29.79,16.04,56.99,6,Cloudy,Evening,3.1,29.2,Open,23
34.84,24.46,53.58,8,Rainy,Morning,2,30.2,Closed,21.51
22.72,26.89,30.66,3,Cloudy,Evening,2.2,22.7,Closed,23
26.47,26.07,36.95,5,Rainy,Night,6.8,41.6,Closed,22.5
23.6,44.09,45.66,5,Stormy,Afternoon,4.1,18,Closed,22
25.49,11.59,51.89,8,Windy,Afternoon,4.4,33.4,Open,23
32.57,43.28,47.14,7,Cloudy,Night,8.7,44.4,Open,22.99
29.63,30.37,43.65,3,Rainy,Morning,7.4,43.4,Closed,21.5
33,37.85,42.16,7,Humid,Afternoon,2.5,11.1,Closed,23
21.46,25.06,44.91,8,Humid,Morning,2.1,21.2,Open,24.01
32.85,25.88,41.72,5,Rainy,Afternoon,8.3,38.6,Open,22.5
19.02,40.78,47.07,5,Windy,Night,9.6,39.6,Open,22.99
33.11,41.36,64.4,1,Stormy,Night,2.3,29.3,Open,21.01
23.59,18.35,51.64,8,Stormy,Morning,9.5,18.1,Closed,20
23.35,16.97,56.13,6,Windy,Afternoon,4.6,21.2,Closed,21.99
26.71,27.37,49.87,6,Error,Afternoon,9.1,42,Open,23.01
33.99,41.51,52.15,5,Rainy,Evening,7.6,17.7,Closed,20.49
18.81,21.28,48.92,5,Stormy,Evening,9.1,47.7,Closed,21.01
23.99,32.82,21.34,3,Windy,Afternoon,6.6,30,Closed,23.01
32.56,34.79,69.98,3,Stormy,Morning,2,21.3,Open,21
24.73,37.25,21.68,2,Stormy,Night,1.1,25.6,Closed,23.01
21.39,29.74,39.76,9,Cloudy,Afternoon,6.5,20.3,Closed,22.99
25.22,24.09,25.26,8,Stormy,Evening,1.1,25.4,Closed,22.99
24.55,43.85,24.85,3,Rainy,Night,2.7,15.2,Closed,22.5
33.56,31.4,59.68,5,Windy,Morning,2.5,42.9,Open,23.01
30.95,35.5,41.3,5,Cloudy,Afternoon,4.6,48.5,Closed,22.99
26.59,22.07,60.06,8,Cloudy,Afternoon,6.2,36.4,Open,21.99
34.8,33.45,33.64,6,Windy,Night,9.2,42.3,Closed,22
25.91,19.02,32.82,7,Rainy,Night,9.4,19.1,Closed,21.5
18.99,-74.03666004,32.56,5,Stormy,Evening,9.8,12.5,Closed,21
22.46,35.02,50.81,1,Error,Morning,7.8,35.1,Closed,20
25.41,28.25,60.75,8,Rainy,Night,9.3,42.7,Closed,19.51
20.67,33.91,42.61,4,Humid,Morning,8,43.4,Closed,22
34.11,19.43,38.96,5,Windy,Morning,9.2,31.3,Closed,21.99
31.04,30.96,68.68,1,Rainy,Afternoon,1.5,34.9,Closed,21.5
22.56,25.54,25.84,3,Stormy,Night,9.6,24.7,Open,22
28.04,30.89,44.33,2,Windy,Night,2.7,43.2,Closed,23
30.26,20.18,40.42,2,Windy,Evening,5.9,37.9,Open,23.99
34,35.04,24.91,1,Stormy,Afternoon,5.4,17.4,Open,22.99
32.99,38.21,33.41,6,Rainy,Night,5.9,21.2,Closed,22.51
26.76,19.1,21.42,8,Humid,Night,7.2,16.1,Open,23
31.17,20.52,63.85,3,Windy,Evening,5.6,30.2,Closed,20.99
27.56,33.14,50.39,1,Windy,Evening,7,18.1,Open,23
27.4,34.35,60.75,2,Windy,Morning,5.6,16.4,Open,22
19.95,34.64,46.08,3,Rainy,Afternoon,0.6,16.4,Open,24.51
20.14,33.89,49.98,6,Windy,Morning,6.5,20.6,Closed,23.01
27,23.75,55.04,3,Stormy,Evening,5.8,42.4,Closed,21.01
22.57,23.82,65.4,9,Stormy,Night,6.1,47.5,Open,21.01
18.36,18.92,24.59,1,Cloudy,Night,0.5,49.8,Open,25
30.29,15.49,36.55,7,Windy,Evening,5,11.6,Closed,23
18.55,34.24,55.45,8,Humid,Morning,8.8,32.8,Open,21.99
28.12,13.26,67.92,9,Cloudy,Morning,3.7,20.7,Closed,20.99
27.17,42.82,69.04,8,Windy,Evening,4.7,49.6,Closed,21.01
34.47,38.93,51.91,5,Windy,Night,1.7,49.4,Closed,22.99
26.23,40.01,29.68,1,Rainy,Afternoon,4.8,47.4,Open,23.5
19.08,41.73,25.96,1,Rainy,Morning,4.3,10.6,Open,23.51
27.38,24.3,67.3,8,Stormy,Afternoon,8.9,16.2,Open,19.99
32.3,39.63,41.7,7,Cloudy,Night,0.8,32.1,Open,25
34.95,15.53,29.74,5,Cloudy,Evening,9.5,17.5,Closed,22
25.32,10.76,66.69,3,Cloudy,Morning,6,44.2,Open,22
23.45,37.47,25.23,9,Stormy,Morning,5.5,38,Closed,22
33.41,12.62,56.48,4,Humid,Night,8.9,17.4,Closed,21.01
